text,sentiment
"This brightly colored overview of communication that takes students from the beginning of language to the Internet is great for browsers. Each spread has several photographs with captions containing curious facts. The easy-to-read text is blocked in chunks making it easy to pick and choose what you want to read. Each chapter ends with a comparably bland page with a summary and a box with hyperlinks, career directions, and places to visit, easily skippable. The book contains a note at the beginning saying that they cannot guarantee the stability of the links, but the instability of the Internet is not addressed in the book, which is just one example of the areas left untouched by this book. There isn't really enough information in this book for anything more than casual browsing. Kids in grades 4 through 6 will like the references to Harry Potter and other trivia, but this is no DK book, just an imitation.",neutral
"I'm an avid lover of Celtic Music, but this is not celtic music. Everthing is slow and almost sounds the same. All instrumentation is the same. No variety - painful.",negative
"Saturday night rapidly approaches! Chris Evans plays Guitar on the Bar tonight at 8pm, followed by DJ LAW in at 11. Come get soical!",positive
"I may not remember where I was the day Kennedy was shot, but I remember jerking off the first time I watched Katy Perry's ""I Kissed a Girl.""",positive
"@Michael5SOS I saw you in Milan, May 9th and it was absolutely incredible",positive
"The first two cuts are my favorites. Simple and moving, I love to listen to them over and over again. When I first heard ""The Whales Journey"" I began searching for the CD to add to my collection. I am glad I finally found it at Amazon! The rest of the CD is nicely done, but as I stated before, the first two cuts are the best!",neutral
"I bought this hoping for ""Enigma"" style excitement - no such luck. It is sickly sweet, soft and spacey - but BORING. Every time you think an exciting passage is eminent - it just noodles off again. I certainly would only reccommend this to insomniacs!",negative
@The_GoldenNerd Fuck CC. Curtis may have been the villain but let's not forget just how complacent CC was in throwing Effie under the bus,negative
@debraruh happy birthday Deb! May the year ahead bless you with health and happiness for you and your family. Hope Milan is sensational! Xxx,positive
@Jim936 not that your point isn't totally valid but he said that tweet after Charlie Hebdo not Friday. I made the same mistake,negative
"First off the concept of revealing why Loki is the way he is, is great. Too bad it is executed poorly and goes on forever with not much excitement. The only thing that makes this book mediocre is the amazing artwork. If you are a hardcore fan of Thor I say this is a great addition for you, if not stay away.",neutral
"It is my pleasure to report that by using the methods described in Dr. Shettles book my wife and I planned for and conceived our beautiful daughter Chloe. Two years later we planned for and conceived our beautiful son Landon. As a licensed health care practitioner I am convinced these methods work, they worked for me and my wife. Now that we have both a boy and a girl, we have decided that we have completed our family.",positive
"I recently bought this book in anticipation of attending a close friend's wedding in Norway. It is a great course - with a good mix of grammar, vocabulary, cultural notes, and pronunciation help (using the tapes). The course proceeds rather quickly and covers more ground than similar language courses. And surprisingly, the course does not ""feel"" dense.Overall, this is a great buy. Nonetheless, I gave it only four stars because of the formatting. The book contains lots of little sections. You'll see an average of two to three quick exercises/dialogs/explanations/vocabulary-keys per page. It's all great information, but it bumps around rather quickly. It is a personal preference of mine to have a slightly slower pace.",positive
Official explanation of Saudi Arabia on Syrian refugee crisis.  May Allah aid the rulers of the Kingdom. https://t.co/GRmZ4xEV8x,neutral
"Haha the top 5 most popular shirts on the NFL store are all Jarryd Hayne jerseys, Tom Brady is 6th",neutral
Milan to beat Sampdoria on Thursday 6-0 then everyone act like we are fixed just to draw against Frosinnone to head back to crisis mode.,neutral
OJ Simpson prepared to kill himself in Kim Kardashian's childhood bedroom in a new trailer released on Thursday for the upcoming American,neutral
This is the kind of movie that gets a quick release before real contenders arrive in September .,negative
"Bryanna is a really great recipe creator! The recipes always turn out so perfectly that you know she has spent a great deal of time perfecting them.I highly recommend her cookbooks. Also, not sure if the recipe is in this book or her (Almost) No Fat Holiday Cookbook, but the corn butter is AMAZING! It tastes so similar to margarine!",positive
"don't want to leave during the middle of the Murray match, but I don't want to be dead for my 8:30 tomorrow #decisions",neutral
"I like the replacment brushes, unfortunately, I did not understand what the compact heads were and then received them and realized they were child size. I am using them anyway and will know better next time that I need the standard size for an adault.",positive
@footballitalia suddenly remember he is ex Milan player.. and also his 1st goal for Milan when he was just &lt;1 minutes on the field...,positive
Won tix to the advance screening of Carol on Thursday. Cannot wait! Gorgeous-looking LGBT film with the stunningly talent Cate Blanchett! :D,positive
Glad Kendrick got that album of the year nom but The Weeknd though? C'mon man... #fb,neutral
"For the rest of us , sitting through Dahmer 's two hours amounts to little more than punishment .",negative
"THIS IS A VERY CUTE CAMERA, BUT IT BROKE RIGHT AWAY. WE DID REPAIR IT (OURSELVES), BUT IT BROKE AGAIN ANYWAY. THE PICTURES COME OUT CLOUDY, TOO. IT WILL MAKE A GOOD ""TOY"", BUT IT IS NOT FUNCTIONAL.",negative
"my son really enjoys islands, great food, casual kid freindly atmoshpere we go here quite a lot and seem to keep coming back",positive
"Hey guys,Just figured that amazon shoves the data plan along with the voice plan you chose. Anyway we can avoid this data plan???Thanks,",neutral
